population	sample_id	CD7	CD19	pMET	pPLCg2	CD4	IgD	CD20	CD34	CD25	STAT5	CD123	Akt	STAT1	CD45	CD27	p-p38	CD24	pStat3	CD11c	CD14	CD33	Ikba	pCREB	CD16	tMET	CD8a	CD45RA	CD3	pERK	CD38	HLA-DR	pS6	CD127
Monocytes	E12_D1_perv	2.439922749	0.46027768	3.858610507	5.126018815	3.205182523	0.928509755	0.153866174	1.167158259	1.088726713	3.2045919	0.514048655	2.910280091	2.263855926	6.405214581	3.56740381	3.959104626	0.483401495	1.267759246	4.52582375	3.260115457	3.506227765	2.525631028	5.209311243	0.517805362	2.325919331	1.129250575	1.447895021	5.336758293	2.707992997	3.846916662	3.867286838	2.115937891	0.76124931
NK cells	E12_D1_perv	3.850047744	0.205197782	2.420303801	4.426126338	0.837932157	0.336572979	0.061727615	0.594222426	0.131120199	2.446088479	0.02750264	1.991328904	0.543469737	5.798684585	0.785555139	3.337911214	0.274283305	0.38408774	2.273160882	0.599110203	0.038727171	1.124699882	4.345277218	1.314049911	1.029053858	0.922161049	2.977689935	0.435450536	1.294304947	4.421510357	0.179478856	1.239419379	0.074982321
None	E12_D1_perv	1.891176149	0.619023329	3.204346461	4.017788078	2.427225019	0.694007409	0.097764338	2.932845775	1.141762212	2.391691611	1.190426733	2.490916213	1.494752541	5.59236908	3.429385511	3.362949659	0.272452285	0.732503253	1.143856364	0.786957276	0.660385533	2.285960105	4.772216053	0.372865774	2.280450079	0.825308328	1.880704914	4.305326963	2.315644418	4.130658521	1.823068785	1.976905661	0.651652547
T.CD4 cells	E12_D1_perv	2.60851125	0.324549831	3.314271139	5.205454607	3.736394825	0.712956298	0.051726769	0.433482911	1.152117004	2.91019576	0.026959014	2.692615293	1.655486705	5.810521613	4.162700494	3.144503377	0.149109362	0.414947822	0.133359228	0.845521028	0.042641145	2.142614809	4.456566099	0.255909998	1.755641422	0.314765395	1.320699849	6.098035221	2.747274637	1.411022824	0.149506757	1.572240194	0.499833395
T.CD8 cells	E12_D1_perv	2.669322211	0.429287355	3.491060885	5.752664075	1.673609288	0.559060336	0.119201984	0.492918819	0.656390103	3.580886392	0.02839931	2.457095269	2.116110514	5.920594645	3.750041716	3.588536894	0.191914585	0.667690441	0.185239774	1.130723656	0.037632907	1.395987002	4.622534165	0.309787735	1.904241031	4.77541445	0.948985367	5.90092147	2.841244368	0.865866705	0.225475622	2.196731291	0.740000694
T.DN cells	E12_D1_perv	2.717270027	0.374825528	3.040060531	4.969422921	1.22723781	0.448952326	0.11924968	0.519762984	0.339571997	3.037561997	0.026052096	1.965097223	1.521470817	5.914520854	2.976307999	3.372100325	0.181753284	0.643969628	0.147185025	0.883697186	0.036382072	0.871520415	4.109791332	0.310750729	1.727980389	0.59769451	0.557027993	6.037594274	1.978270997	1.159917124	0.276031084	2.0579953	0.47856158
Unknown	E12_D1_perv	0.178134598	0.078066227	0.732127879	0.599386673	0.142063207	0.060592549	0.015304105	0.284284577	0.22448634	0.259685117	0.123603093	0.285550785	0.119611713	1.63907707	0.173605799	0.921043999	0.061960208	0.192737454	0.239853258	0.123866942	0.1613264	0.180373345	1.277004049	0.045239846	0.315981968	0.123057508	1.068198959	0.782069232	0.162675296	0.799176128	0.295123777	0.331325862	0.269304229
B cells	E13_D0_UN	0.120629228	3.487302954	2.375449758	0.234470781	0.133561041	1.253339673	4.482938776	0.475003274	0.285403971	0.193530055	0.127219924	0.918670114	0.437363953	5.6542487	1.326581926	1.153537016	0.461350296	0.211693361	1.276328218	0.314225436	0.077700767	0.379559597	3.945465504	0.041266758	1.594706349	0.086781943	4.392108465	0.405263244	0.344453842	1.277730937	5.591045442	2.504816324	0.249343149
Granulocytes	E13_D0_UN	0.062213001	0.039266175	1.574658573	0.092282266	0.092505669	0.0738044	0.059072033	0.137369062	0.176332192	0.198927279	0.2862062	0.490197947	0.213098132	4.910589933	0.149317053	1.340256869	2.837419903	0.972280949	3.117145803	0.407951159	0.771160167	0.288866073	2.561906496	0.066083665	0.394101039	0.06943212	0.259916125	0.250133069	0.089263038	1.882429582	1.784073598	0.243175988	0.21957504
HPSC	E13_D0_UN	0.044242711	0.034259946	1.347461331	0.113291015	0.115553755	0.084187304	0.015045472	3.817906356	1.433281654	0.166067286	2.324698166	0.328078187	0.074427466	4.398777323	0.033152204	1.459592157	0.074520341	0.156403343	1.00647126	0.046150033	0.061698819	0.728002524	4.468087392	0.033769838	0.70814491	0.041125353	1.718237903	0.093220812	0.121239163	2.962557544	3.302799924	0.409198319	0.070919687
Monocytes	E13_D0_UN	0.07239368	0.035960197	2.563333722	0.300348047	0.66581273	0.110738933	0.030733117	0.078134717	0.041467134	0.310146052	0.312289847	0.710348093	0.834034255	5.305184002	0.101455419	2.114948453	0.164130462	0.261695889	3.706143863	2.236225629	0.263530195	0.995051615	4.543058663	0.136206129	1.410325178	0.060272142	1.37728943	0.250218909	0.204631261	3.21595988	5.061612496	0.684998535	0.217656858
NK cells	E13_D0_UN	3.183635466	0.03178817	2.022740469	0.182400972	0.043329223	0.058037842	0.050285908	0.100357266	0.067056049	0.185264069	0.027696425	0.806395455	0.474162187	6.030903091	0.213925387	0.771506901	0.161522741	0.093147665	2.179923693	0.152438358	0.045051789	0.506898184	3.429734094	1.291035672	0.490054706	0.829471809	3.14106075	0.238117969	0.089264606	4.067018067	0.858495515	0.216413997	0.080101911
None	E13_D0_UN	0.095292801	1.373902651	1.793033395	0.099405551	0.053057031	0.079620481	0.093319246	0.057748618	0.431319529	0.661962428	1.089423101	0.881148874	0.667338891	4.565806705	2.524315129	0.935566677	0.123805527	0.289155651	0.744256886	0.12778421	0.090492803	0.195135445	3.096290536	0.071504021	1.703741071	0.102748988	2.999935031	0.235408773	0.526257036	5.198207972	3.161154893	0.427722444	0.410360658
T.CD4 cells	E13_D0_UN	2.450960583	0.03198231	1.914685161	0.165383285	3.099490522	0.174646283	0.0364462	0.058486238	0.420247148	0.187536038	0.016221756	0.71107662	0.797745513	5.649744242	3.944074403	0.430657565	0.111302136	0.330705475	0.1061439	0.049935837	0.035972628	1.363753587	2.817269096	0.15767094	1.452245702	0.270448881	2.455298451	5.939774806	0.228967994	0.781142494	0.220568465	0.063987482	0.553943396
T.CD8 cells	E13_D0_UN	2.631709186	0.024555003	2.021960654	0.137926689	0.049829272	0.040505885	0.049956303	0.070036639	0.081311075	0.200067817	0.014330384	0.739059829	0.956883892	5.750530356	3.707752832	0.46843272	0.13343034	0.217850805	0.158870297	0.050139087	0.039579801	1.427083165	3.059515575	0.172576506	1.255407476	3.95513338	3.460106829	5.849779025	0.200979491	0.645858084	0.458130139	0.107705712	0.401433343
T.DN cells	E13_D0_UN	1.530059038	0.021662736	1.88073532	0.117012494	0.025510243	0.05099417	0.0466789	0.096513226	0.067018904	0.165537848	0.012888733	0.73463725	0.623507825	5.904255287	2.450902031	0.573359169	0.058609575	0.070565801	0.232144114	0.059200044	0.02606456	0.869898009	3.131180063	0.200721809	1.252555974	0.434626322	0.984608387	6.050747341	0.24494773	2.019788936	2.050779384	0.259026739	0.46592691
Unknown	E13_D0_UN	0.06343786	0.051234892	0.625222973	0.104411043	0.057714814	0.022292038	0.00803217	0.057264185	0.06481976	0.041499376	0.029827711	0.078421169	0.040223106	1.643195815	0.069971363	0.263412953	0.03640965	0.110007415	0.353005189	0.093597428	0.054913491	0.061277124	0.922916175	0.029945709	0.148923761	0.031467259	0.451267443	0.314488057	0.03411873	0.585515917	0.880568848	0.075901771	0.174490568
B cells	E13_D0_perv	0.16548813	3.495236936	2.584895648	1.724189144	0.265647753	1.301143455	4.455893052	0.49333765	0.359762053	0.70718406	0.119492894	1.056264831	0.465806058	5.689786547	1.624507169	1.737886206	0.4568087	0.281512312	1.070079164	0.296484623	0.039426706	0.500469379	3.250428554	0.06784026	1.977622831	0.124352151	4.463552158	0.39870331	0.730318962	1.080215887	5.548307078	2.483921138	0.231893978
Granulocytes	E13_D0_perv	0.174010627	0.066361274	1.243417219	0.631085351	0.105225866	0.033416862	0.081066822	0.201111021	0.194398438	0.37456439	0.346866345	0.354742787	0.23772884	4.567470623	0.118752558	1.006273188	2.728519864	0.947284056	2.759500374	0.347604425	0.507971409	0.134030357	1.518834505	0.02949694	0.301810144	0.084867416	0.377084103	0.37568046	0.231336972	1.626438442	1.447332378	0.174636165	0.166615149
HPSC	E13_D0_perv	0.042569595	0.033975551	1.315809232	0.385120519	0.12699284	0.094389053	0.060624912	3.881543336	1.571481776	0.33926403	2.302821574	0.486139884	0.136740925	4.488571753	0.036274812	2.670289855	0.115892852	0.152028466	0.98934468	0.095838745	0.037203425	0.806277876	4.413942279	0.02846357	0.628072846	0.032550953	1.688783144	0.085403801	0.211410914	2.898231459	3.213149775	0.403582267	0.055684077
Monocytes	E13_D0_perv	0.087665984	0.116755275	3.10316877	3.486187667	1.090562271	0.226155741	0.031340465	0.089310517	0.04342112	1.717331028	0.323001643	0.876573522	0.89458638	5.410748851	0.142572213	3.888839674	0.317527657	0.728227159	3.743989856	2.543593552	0.246207898	0.864288766	4.684147287	0.17305802	1.444523715	0.059978103	1.37812059	0.238720621	0.773633608	3.224021865	4.918292457	0.721778581	0.168668596
NK cells	E13_D0_perv	3.229073602	0.056778906	2.343320856	2.16508588	0.158011323	0.087709338	0.050719235	0.121083199	0.071985067	0.908652179	0.021670953	1.047925704	0.577089229	6.050596568	0.242485676	2.17058424	0.194744084	0.148982077	2.139574384	0.217460461	0.034796371	0.520163029	2.81708457	1.052320784	0.573370453	0.899801826	3.208374138	0.24631305	0.503342226	4.067968521	0.709096909	0.292791356	0.066302349
None	E13_D0_perv	0.114742073	1.519706573	1.921817587	0.629292983	0.090096835	0.093564296	0.080942148	0.074138891	0.410497	0.871661842	1.015757988	0.969506485	0.737799856	4.633432301	2.769621854	1.433838557	0.153309918	0.351702646	0.69810265	0.179307129	0.075305786	0.192680425	2.98725606	0.079915928	1.870719993	0.119598447	3.245915684	0.255647946	0.709704973	5.420704816	3.34927516	0.414793331	0.509833019
T.CD4 cells	E13_D0_perv	2.485681408	0.099727237	2.80599646	3.076923711	3.158598774	0.271554955	0.039490265	0.071821175	0.388832716	1.642708092	0.019325467	1.507409149	1.34880881	5.679922618	3.961027833	2.08267573	0.151899692	0.492989831	0.1244191	0.278874259	0.034129458	0.987063978	3.453022935	0.173411184	1.447090512	0.245507662	2.474874553	5.868211117	1.632631893	0.809257221	0.216963559	0.455485728	0.538490153
T.CD8 cells	E13_D0_perv	2.668948904	0.128864328	3.01106982	3.730431768	0.490140707	0.169437901	0.046788379	0.091940727	0.078782879	2.092831811	0.016789683	1.466009403	1.619534627	5.769140126	3.720573608	2.413340959	0.18879262	0.414590706	0.177898801	0.405623606	0.037179929	0.811769094	3.592148195	0.181076873	1.28954213	3.903222881	3.482445657	5.725861828	1.970435234	0.68785201	0.424508342	0.601745533	0.386307534
T.DN cells	E13_D0_perv	1.529069651	0.066362309	2.417697039	2.302488553	0.17968743	0.10482829	0.055981985	0.105382893	0.073578228	1.187802462	0.016707898	0.979123519	1.116193587	5.902387899	2.491554726	2.090024842	0.102369981	0.159554701	0.253493526	0.206596596	0.022408178	0.649528246	2.813507939	0.189693621	1.423692199	0.455274062	1.038587843	5.972663251	0.824706226	1.899677402	1.797972634	0.37353183	0.464226496
Unknown	E13_D0_perv	0.104157028	0.052736331	0.716654176	0.526186533	0.108135683	0.024031738	0.012177035	0.127294228	0.379062132	0.148268997	0.037601725	0.097130309	0.042204372	1.66878026	0.096888531	0.41812066	0.035249745	0.114519326	0.287629023	0.100005213	0.04993673	0.059888309	0.830370075	0.030676728	0.129640551	0.041190948	0.795122458	0.42053924	0.087522729	0.532551809	0.694439298	0.081214875	0.358625742
B cells	E13_D1_UN	0.377850334	3.747922701	2.440927864	0.33398055	0.382190718	1.60017686	4.502421327	0.460238065	0.376644906	0.288227353	0.177680258	0.9759873	0.534743726	5.923881181	1.866932019	0.693586676	0.517923845	0.260120432	1.192823997	0.304023296	0.108897283	0.931382358	3.818529379	0.138410449	1.831648052	0.235249234	4.594002767	1.103894084	0.249079839	1.405994219	5.657246005	2.375035184	0.315667947
Granulocytes	E13_D1_UN	0.05564335	0.037536338	1.38476082	0.126850717	0.031915779	0.05446143	0.06593257	0.084000537	0.068140153	0.131813775	0.059496624	0.364130646	0.173831805	4.620178536	0.133792949	0.768602303	2.79479127	1.051636577	2.824369874	0.324953243	0.56207496	0.111321515	1.254871323	0.043066249	0.24076613	0.047869774	0.163980764	0.247863885	0.059276311	1.159359732	0.550164105	0.07817559	0.186283899
HPSC	E13_D1_UN	0.03635367	0.063916691	1.155233351	0.107652527	0.113054123	0.06729719	0.016757603	3.932832526	1.591364648	0.187121001	2.383066783	0.339178331	0.078062193	4.357619595	0.017131384	0.768781805	0.024286191	0.099714795	0.771254217	0.071097298	0.037343162	1.458378425	4.206066381	0.0325094	0.723589204	0.011534352	1.515345988	0.053719678	0.082609735	2.960726006	2.9028646	0.152040263	0.064187076
Monocytes	E13_D1_UN	0.123023933	0.039439964	2.747448215	0.473825664	0.699611672	0.113283088	0.034549027	0.083516626	0.052743754	0.440893751	0.42388425	0.770977782	1.069523019	5.659991274	0.184470628	1.412880212	0.163592937	0.276964606	4.089199305	2.694971741	0.410119391	1.449348252	4.411371951	0.254758971	1.54916397	0.086379216	1.567362608	0.442449696	0.163544431	3.298402068	5.155727139	0.343359511	0.219997732
NK cells	E13_D1_UN	3.370912401	0.025833878	1.925440052	0.186635358	0.028730993	0.054842363	0.0419197	0.082947902	0.055694864	0.171187527	0.019366325	0.738694032	0.392429961	6.134007351	0.178647555	0.577846801	0.150191443	0.074410571	2.178981641	0.109412512	0.03906461	0.636825151	3.814446922	2.059358443	0.508547243	0.99155721	3.179038714	0.231115253	0.073422837	4.191698104	0.620659821	0.148430881	0.058166871
None	E13_D1_UN	0.100484933	1.529259359	1.737882442	0.093781537	0.040377993	0.072484603	0.080052708	0.059097848	0.311516605	0.696803744	0.813319394	1.117237154	0.774096471	4.540905192	2.963674491	0.938291747	0.137904252	0.2849086	0.510120358	0.114579026	0.064011683	0.241939681	3.135088089	0.078190459	1.81319164	0.097045456	3.328709691	0.255675248	0.642656431	5.323130021	3.414537161	0.452716395	0.390099491
T.CD4 cells	E13_D1_UN	2.420968112	0.027282781	1.792559184	0.153970636	3.076373782	0.155508419	0.032474259	0.050418947	0.348673323	0.172658496	0.013876564	0.599002081	0.586739937	5.676335423	4.026946248	0.351055703	0.114691429	0.160374051	0.110902995	0.043683243	0.037793808	1.631120356	2.863947702	0.14759973	1.344627389	0.256403895	2.59449339	5.999178356	0.214517695	0.721073119	0.176724161	0.049370407	0.518781889
T.CD8 cells	E13_D1_UN	2.518633524	0.022924631	1.904597734	0.139751938	0.079295733	0.041632408	0.042917929	0.06114906	0.071512979	0.176755043	0.011882184	0.657389687	0.755043598	5.801457011	3.701395924	0.366569716	0.133155436	0.100237534	0.153877759	0.049069267	0.039988014	1.588653888	3.06069503	0.161666978	1.199810144	4.004755717	3.367804722	5.892607991	0.186930341	0.645310526	0.468732674	0.091018963	0.375667096
T.DN cells	E13_D1_UN	1.608295772	0.020342381	1.726824961	0.120392394	0.026326907	0.040898734	0.040964181	0.077403361	0.074041555	0.132874728	0.011611988	0.652899619	0.500902277	5.961324756	2.793939013	0.431289959	0.056101754	0.051835358	0.215850427	0.051489275	0.021588641	0.964183526	3.376170361	0.183955848	1.231890883	0.408275008	1.154734515	6.077182601	0.225162095	1.731215619	1.719514788	0.200706807	0.422446996
Unknown	E13_D1_UN	0.05157701	0.029823584	0.678890343	0.123459893	0.031844674	0.024480616	0.006263414	0.047847113	0.053969446	0.038591614	0.023237258	0.068171939	0.023334659	1.123557611	0.053835899	0.207578662	0.025567728	0.047944973	0.170440578	0.047717369	0.036463555	0.050544787	0.710588345	0.016570215	0.104400619	0.025491823	0.330061712	0.234818805	0.025392394	0.288605732	0.313815304	0.057362596	0.101010023
B cells	E13_D1_perv	0.645052905	3.672248438	2.540828115	1.786829825	0.543442983	1.673805288	4.398546278	0.450164613	0.403343391	0.769383765	0.12099037	1.205027899	0.604566763	5.958249783	1.782553786	2.113228859	0.453901059	0.307179342	1.166699174	0.378819717	0.065065804	0.972012559	3.471309524	0.157356294	1.958058458	0.268016214	4.485812085	1.293940735	0.628709476	1.449677885	5.461739018	2.347496282	0.275533853
Granulocytes	E13_D1_perv	0.091586141	0.043340369	1.50208351	0.707220029	0.060108096	0.050310566	0.065994566	0.085540195	0.126769564	0.365403583	0.130872844	0.347745676	0.184891145	4.575175484	0.099140635	1.301090592	2.790630523	1.007795698	2.634850772	0.291409927	0.52441634	0.141266741	1.406198896	0.070079171	0.280464753	0.068395869	0.233222894	0.334330941	0.202889477	1.096207724	0.534108223	0.130980307	0.19012153
HPSC	E13_D1_perv	0.048740929	0.035494043	1.203222987	0.426390669	0.13665774	0.084808159	0.026821125	4.002278747	1.695116915	0.379459518	2.231253193	0.493943582	0.142426033	4.392794224	0.055566254	3.134416922	0.128961082	0.150913397	0.761012423	0.076258957	0.030853561	1.421785319	4.42914988	0.023164414	0.591652487	0.015811244	1.462696648	0.068416567	0.285433059	2.717349825	2.807360301	0.24658055	0.021699859
Monocytes	E13_D1_perv	0.127114887	0.079017065	3.049421502	3.188164761	0.959759814	0.183590541	0.03506024	0.08855214	0.051018964	1.371417027	0.459331042	0.864029846	1.053171912	5.718234161	0.226284062	3.973612329	0.320648321	0.51390436	4.12986278	2.775257336	0.381289689	1.467491983	4.498703075	0.288350618	1.523109185	0.08114203	1.578837683	0.418404625	0.3865495	3.16478689	4.904229342	0.361570922	0.175484306
NK cells	E13_D1_perv	3.330901644	0.045549511	2.291495222	2.501289437	0.142437425	0.095178028	0.04237986	0.096484297	0.055224896	0.938224704	0.021276102	0.977885216	0.526878346	6.141114609	0.17525029	2.362524024	0.194764903	0.125064831	2.197861808	0.222387317	0.041893561	0.578875111	3.141053153	1.587275691	0.562937854	1.006068312	3.156423573	0.240043447	0.569539192	4.11259781	0.536779345	0.345673137	0.056344185
None	E13_D1_perv	0.104019036	1.365047357	1.916836966	0.999057214	0.077386058	0.098391736	0.059845628	0.041109771	0.311679903	0.985907552	0.876914795	1.254650945	0.913591427	4.459765787	2.806560156	1.655397324	0.161093523	0.337602346	0.578054816	0.170801333	0.073946352	0.216191354	3.123877161	0.066933062	1.780355861	0.105439399	3.238946257	0.26734644	0.917689802	5.099088042	3.362104788	0.461504982	0.375457542
T.CD4 cells	E13_D1_perv	2.40818932	0.081557573	2.776960277	3.390449771	3.119856032	0.246415159	0.034577479	0.060453663	0.320867243	1.694216553	0.016649697	1.455731851	1.14468073	5.695888211	3.99127738	2.369446443	0.163649723	0.334935416	0.131500782	0.276144206	0.034284786	1.05514603	3.654841899	0.16332736	1.402429496	0.228652437	2.526792226	5.895967147	1.674305519	0.755120159	0.187260448	0.523810539	0.536328062
